:(Mode)update
:(EngineeringUnit)Unit	DefaultTagRate	IntegralDivisor	
Amp	10000	1
COUNTS	10000	1
BAR	10000	1
C	10000	1
Vdc	10000	1
°C	10000	1
Bar	10000	1
Sm3/h	10000	3600
Kgf/cm2	10000	1
Kg/h	10000	3600
Nm3/h	10000	3600
m3/h	10000	3600
mm	10000	1
kg/cm2	10000	1
%	10000	1
ppmH2O	10000	1
KCal/Nm3	10000	1
MOL%	10000	1
M	10000	1
V	10000	1
Kg/cm2	10000	1
m3/jour	10000	86400
-	10000	1
kVA	10000	1
min	10000	60
Nm3/min	10000	60
H_Min	10000	1
Nm3/j	10000	86400
Nm3	10000	1
:(AnalogTag)TagName	Description	IOServerComputerName	IOServerAppName	TopicName	ItemName	AcquisitionType	StorageType	AcquisitionRate	StorageRate	TimeDeadband	SamplesInAI	AllMode	EngUnits	MinEU	MaxEU	MinRaw	MaxRaw	Scaling	RawType	IntegerSize	Sign	ValueDeadband	InitialValue	CurrentEditor	RateDeadband	InterpolationType	RolloverValue	ServerTimeStamp	DeadbandType	
R1S4-CN1-HRI26	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN1-HRI26	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN1-HRI26	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN1-HRI26	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN1-HRI26	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN1-HRI26	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN1-HRI26	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN1-HRI26	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN2-HRI27	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN2-HRI27	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN2-HRI27	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN2-HRI27	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN2-HRI27	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN2-HRI27	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN2-HRI27	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN2-HRI27	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN2-HRI27	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN2-HRI27	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN2-HRI27	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN2-HRI27	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN2-HRI27	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN2-HRI28	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN2-HRI28	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN2-HRI28	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN2-HRI28	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN2-HRI28	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN2-HRI28	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN2-HRI28	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN2-HRI28	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN2-HRI28	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN2-HRI28	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN2-HRI28	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN2-HRI28	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN2-HRI28	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN2-HRI29	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN2-HRI29	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN2-HRI29	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN2-HRI29	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN2-HRI29	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN2-HRI29	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN2-HRI29	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN2-HRI29	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN2-HRI29	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN2-HRI29	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN2-HRI29	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN2-HRI29	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN2-HRI29	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN2-HRI30	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN2-HRI30	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN2-HRI30	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN2-HRI30	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN2-HRI30	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN2-HRI30	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN2-HRI30	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN2-HRI30	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN2-HRI30	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN2-HRI30	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN2-HRI30	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN2-HRI30	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN2-HRI30	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN2-HRI31	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN2-HRI31	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN2-HRI31	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN2-HRI31	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN2-HRI31	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN2-HRI31	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN2-HRI31	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN2-HRI31	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN2-HRI31	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN2-HRI31	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN2-HRI31	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN2-HRI31	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN2-HRI31	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN2-HRI32	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN2-HRI32	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN2-HRI32	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN2-HRI32	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN2-HRI32	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN2-HRI32	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN2-HRI32	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN2-HRI32	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN2-HRI32	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN2-HRI32	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN2-HRI32	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN2-HRI32	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN2-HRI32	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN3-HRI33	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN3-HRI33	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN3-HRI33	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN3-HRI33	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN3-HRI33	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN3-HRI33	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN3-HRI33	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN3-HRI33	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN3-HRI33	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN3-HRI33	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN3-HRI33	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN3-HRI33	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN3-HRI33	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN3-HRI34	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN3-HRI34	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN3-HRI34	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN3-HRI34	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN3-HRI34	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN3-HRI34	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN3-HRI34	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN3-HRI34	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN3-HRI34	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN3-HRI34	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN3-HRI34	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN3-HRI34	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN3-HRI34	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN3-HRI35	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN3-HRI35	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN3-HRI35	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN3-HRI35	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN3-HRI35	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN3-HRI35	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN3-HRI35	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN3-HRI35	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN3-HRI35	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN3-HRI35	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN3-HRI35	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN3-HRI35	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN3-HRI35	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN3-HRI36	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN3-HRI36	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN3-HRI36	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN3-HRI36	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN3-HRI36	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN3-HRI36	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN3-HRI36	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN3-HRI36	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN3-HRI36	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN3-HRI36	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN3-HRI36	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN3-HRI36	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN3-HRI36	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN3-HRI37	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN3-HRI37	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN3-HRI37	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN3-HRI37	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN3-HRI37	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN3-HRI37	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN3-HRI37	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN3-HRI37	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN3-HRI37	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN3-HRI37	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN3-HRI37	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN3-HRI37	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN3-HRI37	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN4-HRI38	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN4-HRI38	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN4-HRI38	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN4-HRI38	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN4-HRI38	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN4-HRI38	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN4-HRI38	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN4-HRI38	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN4-HRI38	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN4-HRI38	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN4-HRI38	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN4-HRI38	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN4-HRI38	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN4-HRI39	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN4-HRI39	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN4-HRI39	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN4-HRI39	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN4-HRI39	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN4-HRI39	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN4-HRI39	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN4-HRI39	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S7-CN4-HRI39	Defaut AI - Slot 7	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S8-CN4-HRI39	Defaut DI - Slot 8	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S9-CN4-HRI39	Defaut DI - Slot 9	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S10-CN4-HRI39	Defaut DO - Slot 10	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-TF-CN4-HRI39	Etat Commande Fermeture Vanne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
PLLL-CN4-HRI40	Seq Locale Pression Ligne LL	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
TTHH-CN4-HRI40	Seq Locale Temp. Ligne HH	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
ET-SQL-CN4-HRI40	Seq. Locale de Fermature	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI2-CN4-HRI40	Detec. Panneau Solaire	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
DI5-CN4-HRI40	Detection Antenne	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S4-CN4-HRI40	Defaut AI - Slot 4	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S5-CN4-HRI40	Defaut AI - Slot 5	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
R1S6-CN4-HRI40	Defaut AI - Slot 6	$local	InSQL_MDAS	MDAS		Manual	Forced	0	0	0	24	ASCII	0	0	No
